locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Łódź Górna,ul. Graniczna,2,49,570000,11633,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-graniczna-2-pokojowe-n4z8e1,https://s2.adresowa.pl/oi/6b/11/3a6384_afbf_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-graniczna.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Widzew,ul. Widzewska,1,29,399900,13847,Bez pośredników,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-widzewska-1-pokoj-e0x9e3,https://s2.adresowa.pl/oi/5f/64/3a6334_546f_cover-1-pokojowe-mieszkanie-lodz-widzew-ul-widzewska.jpg
Łódź Doły,al. Chryzantem,2,36,325000,9086,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-doly-al-chryzantem-2-pokojowe-l3u8d3,https://s2.adresowa.pl/oi/25/14/394394_9b23_cover-2-pokojowe-mieszkanie-lodz-doly-al-chryzantem.jpg
Łódź,ul. Młynarska,4,88,639000,7295,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-ul-mlynarska-4-pokojowe-y6f5j3,https://s2.adresowa.pl/oi/51/5f/393702_d332_cover-4-pokojowe-mieszkanie-lodz-ul-mlynarska.jpg
Łódź Teofilów,,2,37,347000,9378,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-teofilow-2-pokojowe-37-m2-s8h3p0,https://s2.adresowa.pl/oi/61/5b/3a628a_8e5a_cover-2-pokojowe-mieszkanie-lodz-teofilow.jpg
Łódź Widzew,ul. Jana Kilińskiego,1,26,399000,15574,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-jana-kilinskiego-1-pokoj-y2e4v2,https://s2.adresowa.pl/oi/71/2a/3a6276_e6ff_cover-1-pokojowe-mieszkanie-lodz-widzew-ul-jana-kilinskiego.jpg
Łódź Śródmieście,ul. Jana Kilińskiego,1,32,459000,14344,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-jana-kilinskiego-1-pokoj-r7c6i5,https://s2.adresowa.pl/oi/75/7f/3a6270_cacb_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-jana-kilinskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź,ul. Ignacego Paderewskiego,2,38,365000,9605,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-ul-ignacego-paderewskiego-2-pokojowe-m0h5h3,https://s2.adresowa.pl/oi/2d/7d/392912_ec4a_cover-2-pokojowe-mieszkanie-lodz-ul-ignacego-paderewskiego.jpg
Łódź Bałuty,ul. Antoniego Mackiewicza,2,45,329000,7311,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-antoniego-mackiewicza-2-pokojowe-u4c2g0,https://s2.adresowa.pl/oi/5e/25/3927ca_303e_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-antoniego-mackiewicza.jpg
Łódź Koziny,ul. Piotra Bardowskiego,3,54,379000,7019,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-lodz-koziny-ul-piotra-bardowskiego-3-pokojowe-u2n0i0,https://s2.adresowa.pl/oi/52/59/3a6248_cf73_cover-3-pokojowe-mieszkanie-lodz-koziny-ul-piotra-bardowskiego.jpg
Łódź Dąbrowa,ul. Juliusza Kossaka,2,37,260000,7027,Bez pośredników,ponad tydzień temu,3,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-juliusza-kossaka-2-pokojowe-t4u5l0,https://s2.adresowa.pl/oi/66/4b/3a6200_4b52_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-juliusza-kossaka.jpg
Łódź Koziny,ul. Zygmunta Lorentza,2,52,469000,9019,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-lodz-koziny-ul-zygmunta-lorentza-2-pokojowe-n6b7l6,https://s2.adresowa.pl/oi/19/36/3a6050_94ce_cover-2-pokojowe-mieszkanie-lodz-koziny-ul-zygmunta-lorentza.jpg
Łódź,ul. Pienista,3,69,660000,9580,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-ul-pienista-3-pokojowe-l0k4c8,https://s2.adresowa.pl/oi/17/1c/392214_349e_cover-3-pokojowe-mieszkanie-lodz-ul-pienista.jpg
Łódź Bałuty,ul. Traktorowa,2,45,279000,6200,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-traktorowa-2-pokojowe-f9v7j4,https://s2.adresowa.pl/oi/6a/7b/391f2a_c870_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-traktorowa.jpg
Łódź Dąbrowa,ul. Lucjana Rydla,2,45,350000,7865,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-lucjana-rydla-2-pokojowe-t5o6u8,https://s2.adresowa.pl/oi/66/20/3a603e_acd5_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-lucjana-rydla.jpg
Łódź Ruda Pabianicka,ul. Starorudzka,3,64,865000,13465,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-lodz-ruda-pabianicka-ul-starorudzka-3-pokojowe-b1a5t3,https://s2.adresowa.pl/oi/5b/2a/3a5f2c_5abf_cover-3-pokojowe-mieszkanie-lodz-ruda-pabianicka-ul-starorudzka.jpg
Łódź Teofilów,ul. Wici,2,38,300000,7895,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-wici-2-pokojowe-u6a7r6,https://s2.adresowa.pl/oi/13/4c/3a5e8e_8ddf_cover-2-pokojowe-mieszkanie-lodz-teofilow-ul-wici.jpg
Łódź Śródmieście,ul. Piotrkowska,2,46,399000,8674,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-piotrkowska-2-pokojowe-a8l9z9,https://s2.adresowa.pl/oi/3e/12/391f10_eb38_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-piotrkowska.jpg
Łódź Śródmieście,ul. Milionowa,3,76,919000,12092,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-milionowa-3-pokojowe-e6z9p6,https://s2.adresowa.pl/oi/46/50/391f0a_3c0a_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-milionowa.jpg
Łódź Górna,,2,43,420000,9724,Bez pośredników,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-lodz-gorna-2-pokojowe-43-m2-f3s5q3,https://s2.adresowa.pl/oi/61/25/3a5e18_e31d_cover-2-pokojowe-mieszkanie-lodz-gorna.jpg
Łódź Widzew,ul. Józefa Elsnera,3,68,800000,11847,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-jozefa-elsnera-3-pokojowe-u0x6m1,https://s2.adresowa.pl/oi/47/4d/3a5d46_3831_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-jozefa-elsnera.jpg
Łódź Widzew,ul. Listopadowa,3,64,750000,11719,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-listopadowa-3-pokojowe-e2i0w9,https://s2.adresowa.pl/oi/15/2a/3a5c46_6a94_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-listopadowa.jpg
Łódź,ul. Emilii Plater,1,24,199900,8329,Oferta biura nieruchomości,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-lodz-ul-emilii-plater-1-pokoj-g6h2y0,https://s2.adresowa.pl/oi/26/3c/391390_40fe_cover-1-pokojowe-mieszkanie-lodz-ul-emilii-plater.jpg
Łódź,ul. Łanowa,1,26,198000,7615,Oferta biura nieruchomości,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-ul-lanowa-1-pokoj-c0h1d0,https://s2.adresowa.pl/oi/6d/63/38fbb4_9b46_cover-1-pokojowe-mieszkanie-lodz-ul-lanowa.jpg
Łódź Retkinia,ul. Olimpijska,2,33,329980,9999,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-olimpijska-2-pokojowe-i4r5a0,https://s2.adresowa.pl/oi/1e/3a/3a5bb2_f854_cover-2-pokojowe-mieszkanie-lodz-retkinia-ul-olimpijska.jpg
Łódź Górna,,2,44,425000,9659,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-gorna-2-pokojowe-44-m2-h3x0x8,https://s2.adresowa.pl/oi/11/7f/3a5abc_eb7f_cover-2-pokojowe-mieszkanie-lodz-gorna.jpg
Łódź Widzew,,2,37,389000,10514,Bez pośredników,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-lodz-widzew-2-pokojowe-37-m2-q2k3l9,https://s2.adresowa.pl/oi/2e/3b/3a5a8c_3981_cover-2-pokojowe-mieszkanie-lodz-widzew.jpg
Łódź,ul. Piękna,3,48,415000,8646,Oferta biura nieruchomości,ponad miesiąc temu,50,https://adresowo.pl/o/mieszkanie-lodz-ul-piekna-3-pokojowe-y2u3t4,https://s2.adresowa.pl/oi/3a/7e/38fbae_bd82_cover-3-pokojowe-mieszkanie-lodz-ul-piekna.jpg
Łódź Górna,ul. Radomska,2,50,349000,6944,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-radomska-2-pokojowe-d2y1i4,https://s2.adresowa.pl/oi/36/5b/38ec0e_fc32_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-radomska.jpg
Łódź Bałuty,ul. Zgierska,2,63,420000,6667,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zgierska-2-pokojowe-y7m2a6,https://s2.adresowa.pl/oi/4f/40/3a5a36_769f_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-zgierska.jpg
Łódź Chojny,ul. Chóralna,1,36,285000,7917,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-choralna-1-pokoj-l1o4x7,https://s2.adresowa.pl/oi/6f/7a/3a58aa_70ea_cover-1-pokojowe-mieszkanie-lodz-chojny-ul-choralna.jpg
Łódź Stare Polesie,ul. 6 Sierpnia,2,60,650000,10833,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-lodz-stare-polesie-ul-6-sierpnia-2-pokojowe-e6x7x6,https://s2.adresowa.pl/oi/1c/71/3a5862_92ed_cover-2-pokojowe-mieszkanie-lodz-stare-polesie-ul-6-sierpnia.jpg
Łódź,,4,65,599000,9162,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-lodz-4-pokojowe-65-m2-i9q5w1,https://s2.adresowa.pl/oi/75/71/38ec02_3bb8_cover-4-pokojowe-mieszkanie-lodz.jpg
Łódź Śródmieście,ul. Prezydenta Gabriela Narutowicza,4,121,599360,4968,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza-4-pokojowe-f9h7l4,https://s2.adresowa.pl/oi/34/69/38e94a_d0c4_cover-4-pokojowe-mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza.jpg
Łódź Teofilów,,1,27,299000,11074,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-teofilow-1-pokoj-27-m2-j0b5s0,https://s2.adresowa.pl/oi/36/1b/3a5622_415a_cover-1-pokojowe-mieszkanie-lodz-teofilow.jpg
Łódź Górna,ul. Łęczycka,1,37,360000,9631,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-leczycka-1-pokoj-c5q7r7,https://s2.adresowa.pl/oi/45/35/3a561e_e9c4_cover-1-pokojowe-mieszkanie-lodz-gorna-ul-leczycka.jpg
Łódź Śródmieście,ul. Piotrkowska,1,33,385000,11706,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-piotrkowska-1-pokoj-i6n5c8,https://s2.adresowa.pl/oi/54/3b/3a55dc_e0a2_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-piotrkowska.jpg
Łódź Żabieniec,ul. Bolesława Limanowskiego,1,23,169000,7370,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-zabieniec-ul-boleslawa-limanowskiego-1-pokoj-l9c5y4,https://s2.adresowa.pl/oi/6d/72/38df92_46b0_cover-1-pokojowe-mieszkanie-lodz-zabieniec-ul-boleslawa-limanowskiego.jpg
Łódź Retkinia,ul. ks. Jerzego Popiełuszki,3,56,380000,6825,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-ks-jerzego-popieluszki-3-pokojowe-x5f5x1,https://s2.adresowa.pl/oi/36/71/38c0e6_bf96_cover-3-pokojowe-mieszkanie-lodz-retkinia-ul-ks-jerzego-popieluszki.jpg
Łódź Dąbrowa,ul. Zbaraska,2,39,350000,9091,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-zbaraska-2-pokojowe-b0x2y8,https://s2.adresowa.pl/oi/11/70/3a55d4_a453_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-zbaraska.jpg
Łódź Widzew,ul. Karola Adamieckiego,3,68,549000,8074,Bez pośredników,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-karola-adamieckiego-3-pokojowe-s9t6w2,https://s2.adresowa.pl/oi/52/71/3a54f4_407b_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-karola-adamieckiego.jpg
Łódź Radogoszcz,,4,53,430000,8113,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-4-pokojowe-53-m2-n2v9e3,https://s2.adresowa.pl/oi/27/1f/3a4f70_48fa_cover-4-pokojowe-mieszkanie-lodz-radogoszcz.jpg
Łódź Widzew,ul. Widzewska,2,48,433000,8982,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-widzewska-2-pokojowe-k1j4z4,https://s2.adresowa.pl/oi/19/5e/38bf54_fb0c_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-widzewska.jpg
Łódź Śródmieście,ul. Gdańska,1,25,213000,8582,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-1-pokoj-g0d3l2,https://s2.adresowa.pl/oi/10/71/38bd24_988d_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-gdanska.jpg
Łódź Stare Polesie,,2,65,475000,7308,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-lodz-stare-polesie-2-pokojowe-65-m2-o7m5w0,https://s2.adresowa.pl/oi/4a/27/3a4f50_bb3c_cover-2-pokojowe-mieszkanie-lodz-stare-polesie.jpg
Łódź Widzew,ul. Milionowa,3,62,570400,9200,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-milionowa-3-pokojowe-c8a3s4,https://s2.adresowa.pl/oi/40/18/3a4e66_65e9_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-milionowa.jpg
Łódź Retkinia,ul. Retkińska,2,42,350000,8288,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-retkinska-2-pokojowe-q5e4k3,https://s2.adresowa.pl/oi/28/34/3a4d7e_be64_cover-2-pokojowe-mieszkanie-lodz-retkinia-ul-retkinska.jpg
Łódź Śródmieście,ul. Radwańska,1,29,229000,7996,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-radwanska-1-pokoj-j7z9b0,https://s2.adresowa.pl/oi/77/61/38bb50_f1e8_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-radwanska.jpg
Łódź Stare Polesie,ul. kpt. Stefana Pogonowskiego,1,19,174900,9119,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-stare-polesie-ul-kpt-stefana-pogonowskiego-1-pokoj-f1n4a3,https://s2.adresowa.pl/oi/27/74/38b8f8_8838_cover-1-pokojowe-mieszkanie-lodz-stare-polesie-ul-kpt-stefana-pogonowskiego.jpg
Łódź Bałuty,ul. Generała Tadeusza Kutrzeby,2,46,349000,7587,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-generala-tadeusza-kutrzeby-2-pokojowe-i7s5r2,https://s2.adresowa.pl/oi/36/3e/3a4cfc_43ec_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-generala-tadeusza-kutrzeby.jpg
Łódź Bałuty,ul. Powstańców Wielkopolskich,3,58,549000,9466,Bez pośredników,ponad tydzień temu,35,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-powstancow-wielkopolskich-3-pokojowe-o0n1l3,https://s2.adresowa.pl/oi/64/46/3a4cf2_f6e5_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-powstancow-wielkopolskich.jpg
Łódź Teofilów,ul. Lniana,2,45,319000,7073,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-lniana-2-pokojowe-p4f7b3,https://s2.adresowa.pl/oi/4d/78/3a4ba8_4e2c_cover-2-pokojowe-mieszkanie-lodz-teofilow-ul-lniana.jpg
Łódź Śródmieście,ul. Henryka Sienkiewicza,2,56,399000,7103,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-henryka-sienkiewicza-2-pokojowe-p7y0z2,https://s2.adresowa.pl/oi/34/20/38b4f0_2998_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-henryka-sienkiewicza.jpg
Łódź Polesie,ul. Łąkowa,1,39,425000,10999,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-lakowa-1-pokoj-n4i0c7,https://s2.adresowa.pl/oi/4a/29/38a138_89e2_cover-1-pokojowe-mieszkanie-lodz-polesie-ul-lakowa.jpg
Łódź Śródmieście,ul. Pomorska,2,30,499000,16633,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-pomorska-2-pokojowe-e9f2h6,https://s2.adresowa.pl/oi/33/3d/3a4b2e_df71_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-pomorska.jpg
Łódź Zarzew,ul. Leopolda Tyrmanda,1,29,225000,7873,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-lodz-zarzew-ul-leopolda-tyrmanda-1-pokoj-l1p8i9,https://s2.adresowa.pl/oi/56/26/3a4ac4_27f6_cover-1-pokojowe-mieszkanie-lodz-zarzew-ul-leopolda-tyrmanda.jpg
Łódź Polesie,ul. Pienista,3,73,739400,10129,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-pienista-3-pokojowe-b1f4r7,https://s2.adresowa.pl/oi/7f/37/3a49d8_940d_cover-3-pokojowe-mieszkanie-lodz-polesie-ul-pienista.jpg
Łódź Księży Młyn,,2,41,469000,11540,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-ksiezy-mlyn-2-pokojowe-40-m2-f6j8j1,https://s2.adresowa.pl/oi/4f/54/389072_fe3d_cover-2-pokojowe-mieszkanie-lodz-ksiezy-mlyn.jpg
Łódź Retkinia,al. ks. kard. Stefana Wyszyńskiego,3,64,550000,8567,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-retkinia-al-ks-kard-stefana-wyszynskiego-3-pokojowe-j9c4i0,https://s2.adresowa.pl/oi/68/7f/388a9e_6ad0_cover-3-pokojowe-mieszkanie-lodz-retkinia-al-ks-kard-stefana-wyszynskiego.jpg
Łódź Polesie,ul. Inowrocławska,2,38,259000,6816,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-inowroclawska-2-pokojowe-p9f8r1,https://s2.adresowa.pl/oi/45/5b/3a4966_718a_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-inowroclawska.jpg
Łódź Bałuty,ul. Zgierska,3,78,610000,7834,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zgierska-3-pokojowe-n4h8z6,https://s2.adresowa.pl/oi/3f/60/3a48de_dc25_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-zgierska.jpg
Łódź Bałuty,ul. Klonowa,2,43,459000,10674,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-klonowa-2-pokojowe-l3q5f5,https://s2.adresowa.pl/oi/51/4e/3a488c_cf6f_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-klonowa.jpg
Łódź Śródmieście,ul. Piotrkowska,3,69,543000,7870,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-piotrkowska-3-pokojowe-s0v9f4,https://s2.adresowa.pl/oi/67/53/387cea_49f1_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-piotrkowska.jpg
Łódź Dąbrowa,ul. Henryka Rodakowskiego,2,38,299000,7931,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-henryka-rodakowskiego-2-pokojowe-q3z6h2,https://s2.adresowa.pl/oi/21/1c/386c24_e163_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-henryka-rodakowskiego.jpg
Łódź Janów,ul. Jagienki,4,81,300000,3727,Bez pośredników,ponad tydzień temu,3,https://adresowo.pl/o/mieszkanie-lodz-janow-ul-jagienki-4-pokojowe-k5o4y3,https://s2.adresowa.pl/oi/1d/28/3a4830_900e_cover-4-pokojowe-mieszkanie-lodz-janow-ul-jagienki.jpg
Łódź Olechów,ul. Bolka Świdnickiego,2,39,340000,8817,Bez pośredników,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-lodz-olechow-ul-bolka-swidnickiego-2-pokojowe-c1x3i3,https://s2.adresowa.pl/oi/26/78/3a4784_920d_cover-2-pokojowe-mieszkanie-lodz-olechow-ul-bolka-swidnickiego.jpg
Łódź Widzew,,2,45,441000,9800,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-2-pokojowe-45-m2-h1y3q5,https://s2.adresowa.pl/oi/38/71/3a46b8_e3de_cover-2-pokojowe-mieszkanie-lodz-widzew.jpg
Łódź Górna,ul. Ignacego Paderewskiego,2,44,303000,6824,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-ignacego-paderewskiego-2-pokojowe-x7n2t1,https://s2.adresowa.pl/oi/49/17/385dca_8bb5_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-ignacego-paderewskiego.jpg
Łódź Koziny,ul. Marcina Kasprzaka,3,54,469000,8743,Oferta biura nieruchomości,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-lodz-koziny-ul-marcina-kasprzaka-3-pokojowe-u7f1k4,https://s2.adresowa.pl/oi/3e/4d/385798_7a63_cover-3-pokojowe-mieszkanie-lodz-koziny-ul-marcina-kasprzaka.jpg
Łódź Bałuty,ul. Marysińska,3,51,344000,6745,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-marysinska-3-pokojowe-x7y6c6,https://s2.adresowa.pl/oi/2c/3e/3a452a_e52b_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-marysinska.jpg
Łódź Górna,ul. Łączna,3,54,459000,8453,Bez pośredników,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-laczna-3-pokojowe-e1g6t7,https://s2.adresowa.pl/oi/1e/16/3a4344_6b6b_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-laczna.jpg
Łódź Widzew,ul. Józefa,2,45,400000,8889,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-jozefa-2-pokojowe-n6k7o1,https://s2.adresowa.pl/oi/7d/21/3a42ac_67b7_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-jozefa.jpg
Łódź Ruda Pabianicka,ul. Starorudzka,2,54,535887,9900,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-lodz-ruda-pabianicka-ul-starorudzka-2-pokojowe-g9p3z4,https://s2.adresowa.pl/oi/3c/54/3852be_be18_cover-2-pokojowe-mieszkanie-lodz-ruda-pabianicka-ul-starorudzka.jpg
Łódź Księży Młyn,ul. Przędzalniana,1,27,185000,6822,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-ksiezy-mlyn-ul-przedzalniana-1-pokoj-z4w9p1,https://s2.adresowa.pl/oi/4c/75/383f66_5ab0_cover-1-pokojowe-mieszkanie-lodz-ksiezy-mlyn-ul-przedzalniana.jpg
Łódź Polesie,ul. Ludomira Różyckiego,1,20,169735,8300,Bez pośredników,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-ludomira-rozyckiego-1-pokoj-p6m0c3,https://s2.adresowa.pl/oi/41/20/3a41e6_350a_cover-1-pokojowe-mieszkanie-lodz-polesie-ul-ludomira-rozyckiego.jpg
Łódź Widzew,ul. Władysława Szafera,2,38,379000,9989,Bez pośredników,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-wladyslawa-szafera-2-pokojowe-z1o1y2,https://s2.adresowa.pl/oi/40/53/3a417e_aa04_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-wladyslawa-szafera.jpg
Łódź Karolew,ul. Wileńska,3,53,369000,7021,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-karolew-ul-wilenska-3-pokojowe-o2f6t8,https://s2.adresowa.pl/oi/58/10/3a4166_ef72_cover-3-pokojowe-mieszkanie-lodz-karolew-ul-wilenska.jpg
Łódź Zarzew,ul. Łowicka,2,52,300360,5832,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-lodz-zarzew-ul-lowicka-2-pokojowe-q5y6m5,https://s2.adresowa.pl/oi/34/74/383cb6_e89a_cover-2-pokojowe-mieszkanie-lodz-zarzew-ul-lowicka.jpg
Łódź Teofilów,Wici,2,45,275000,6111,Oferta biura nieruchomości,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-teofilow-wici-2-pokojowe-n8n7z4,https://s2.adresowa.pl/oi/3a/4d/383810_8f03_cover-2-pokojowe-mieszkanie-lodz-teofilow-wici.jpg
