locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Katowice Dąb,ul. Bukowa,1,36,315000,8750,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-katowice-dab-ul-bukowa-1-pokoj-r0t5f2,https://s2.adresowa.pl/oi/53/24/3a5722_e393_cover-1-pokojowe-mieszkanie-katowice-dab-ul-bukowa.jpg
Katowice Giszowiec,ul. Wojciecha,2,43,320000,7442,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-wojciecha-2-pokojowe-s7l5d6,https://s2.adresowa.pl/oi/63/48/3a49b6_450e_cover-2-pokojowe-mieszkanie-katowice-giszowiec-ul-wojciecha.jpg
Katowice Śródmieście,ul. Maksymiliana Wilimowskiego,3,101,689000,6822,Oferta biura nieruchomości,ponad miesiąc temu,24,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-maksymiliana-wilimowskiego-3-pokojowe-t3g9x4,https://s2.adresowa.pl/oi/19/65/1cd39e_2bc1_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-maksymiliana-wilimowskiego.jpg
Katowice Józefowiec,ul. Słoneczna,3,53,459000,8628,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-jozefowiec-ul-sloneczna-3-pokojowe-y8o5u6,https://s2.adresowa.pl/oi/3c/42/3a4808_2cb7_cover-3-pokojowe-mieszkanie-katowice-jozefowiec-ul-sloneczna.jpg
Katowice Śródmieście,ul. Juliusza Ligonia,3,69,764430,11079,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-juliusza-ligonia-3-pokojowe-b3w1o3,https://s2.adresowa.pl/oi/6e/6b/3a47a8_954d_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-juliusza-ligonia.jpg
Katowice Nikiszowiec,ul. Janowska,3,68,480000,7009,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-nikiszowiec-ul-janowska-3-pokojowe-w5z0u5,https://s2.adresowa.pl/oi/57/4f/3a46ce_87b2_cover-3-pokojowe-mieszkanie-katowice-nikiszowiec-ul-janowska.jpg
Katowice Bogucice,ul. Wincentego Wajdy,2,50,430000,8600,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-wincentego-wajdy-2-pokojowe-m7e0g4,https://s2.adresowa.pl/oi/73/14/3a40f6_d75f_cover-2-pokojowe-mieszkanie-katowice-bogucice-ul-wincentego-wajdy.jpg
Katowice Szopienice,ul. gen. Józefa Hallera,2,51,335000,6569,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-gen-jozefa-hallera-2-pokojowe-i7h9h5,https://s2.adresowa.pl/oi/15/24/3a2dae_e1e3_cover-2-pokojowe-mieszkanie-katowice-szopienice-ul-gen-jozefa-hallera.jpg
Katowice Śródmieście,al. Wojciecha Korfantego,2,48,440000,9167,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego-2-pokojowe-k3n1u4,https://s2.adresowa.pl/oi/57/43/3a1dda_8a5c_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego.jpg
Katowice Muchowiec,ul. Francuska,3,61,499000,8180,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-francuska-3-pokojowe-y1x1o3,https://s2.adresowa.pl/oi/2e/40/3a18aa_ed0f_cover-3-pokojowe-mieszkanie-katowice-muchowiec-ul-francuska.jpg
Katowice Załęże,,2,35,312000,8914,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-zaleze-2-pokojowe-35-m2-y5y9t8,https://s2.adresowa.pl/oi/74/57/3a11c6_d3f6_cover-2-pokojowe-mieszkanie-katowice-zaleze.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/katowice/bogucice-x/,
Katowice Piotrowice,ul. Tunelowa,3,64,700000,10958,Bez pośredników,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-tunelowa-3-pokojowe-e8p6y3,https://s2.adresowa.pl/oi/3c/4b/3a1026_a41f_cover-3-pokojowe-mieszkanie-katowice-piotrowice-ul-tunelowa.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Bogucice,ul. Henryka Mikołaja Góreckiego,1,30,530000,17667,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-henryka-mikolaja-goreckiego-1-pokoj-a0f2c2,https://s2.adresowa.pl/oi/38/49/3a0fc6_3c62_cover-1-pokojowe-mieszkanie-katowice-bogucice-ul-henryka-mikolaja-goreckiego.jpg
Katowice Koszutka,ul. Juliana Ordona,2,34,316500,9309,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-juliana-ordona-2-pokojowe-s4r8q5,https://s2.adresowa.pl/oi/55/2d/3a090a_d2eb_cover-2-pokojowe-mieszkanie-katowice-koszutka-ul-juliana-ordona.jpg
Katowice Brynów,ul. Ligocka,4,86,680000,7887,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-ligocka-4-pokojowe-s9e0n4,https://s2.adresowa.pl/oi/1d/5d/3a08ee_3a4b_cover-4-pokojowe-mieszkanie-katowice-brynow-ul-ligocka.jpg
Katowice Śródmieście,ul. Zabrska,2,51,1090000,21584,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-zabrska-2-pokojowe-e3n8y7,https://s2.adresowa.pl/oi/48/56/3a085c_786c_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-zabrska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Janów,ul. Oswobodzenia,1,18,179000,9944,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-janow-ul-oswobodzenia-1-pokoj-p9u9z2,https://s2.adresowa.pl/oi/55/1b/3a078a_fae9_cover-1-pokojowe-mieszkanie-katowice-janow-ul-oswobodzenia.jpg
Katowice Dąbrówka Mała,,2,42,345000,8214,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-dabrowka-mala-2-pokojowe-42-m2-i6j8o0,https://s2.adresowa.pl/oi/72/66/3a0056_3775_cover-2-pokojowe-mieszkanie-katowice-dabrowka-mala.jpg
Katowice Koszutka,ul. Brzozowa,3,63,480000,7607,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-brzozowa-3-pokojowe-h6v4b3,https://s2.adresowa.pl/oi/27/78/39ffce_e2cc_cover-3-pokojowe-mieszkanie-katowice-koszutka-ul-brzozowa.jpg
Katowice Bogucice,ul. Krzysztofa Mieroszewskiego,2,46,339000,7370,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-krzysztofa-mieroszewskiego-2-pokojowe-m9k3w1,https://s2.adresowa.pl/oi/77/46/39f504_7dac_cover-2-pokojowe-mieszkanie-katowice-bogucice-ul-krzysztofa-mieroszewskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Ligota,ul. Świdnicka,2,37,398000,10757,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-swidnicka-2-pokojowe-p8x0z2,https://s2.adresowa.pl/oi/2b/49/39f39c_eb39_cover-2-pokojowe-mieszkanie-katowice-ligota-ul-swidnicka.jpg
Katowice Załęże,ul. Gliwicka,2,47,400000,8511,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-gliwicka-2-pokojowe-z3i8e0,https://s2.adresowa.pl/oi/21/6c/39ec1e_a91b_cover-2-pokojowe-mieszkanie-katowice-zaleze-ul-gliwicka.jpg
Katowice Dolina Trzech Stawów,ul. gen. Władysława Sikorskiego,5,78,750000,9615,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-katowice-dolina-trzech-stawow-ul-gen-wladyslawa-sikorskiego-5-pokojowe-s5n5e8,https://s2.adresowa.pl/oi/7b/62/39e6c0_72fc_cover-5-pokojowe-mieszkanie-katowice-dolina-trzech-stawow-ul-gen-wladyslawa-sikorskiego.jpg
Katowice Zawodzie,ul. Waleriana,3,59,350000,5982,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-ul-waleriana-3-pokojowe-y7n8o7,https://s2.adresowa.pl/oi/38/6c/39e430_8f71_cover-3-pokojowe-mieszkanie-katowice-zawodzie-ul-waleriana.jpg
Katowice Brynów,ul. Wincentego Pola,2,46,440000,9565,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-wincentego-pola-2-pokojowe-k9f7b8,https://s2.adresowa.pl/oi/3c/46/39d838_4f73_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-wincentego-pola.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Śródmieście,ul. Przemysłowa,2,38,559000,14711,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-przemyslowa-2-pokojowe-g2n1j8,https://s2.adresowa.pl/oi/31/3b/39c9be_b315_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-przemyslowa.jpg
Katowice Kokociniec,ul. Radomska,3,57,450000,7878,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-kokociniec-ul-radomska-3-pokojowe-w0g5i3,https://s2.adresowa.pl/oi/7b/52/39c7ac_82c8_cover-3-pokojowe-mieszkanie-katowice-kokociniec-ul-radomska.jpg
Katowice Piotrowice,ul. Jaworowa,2,45,390000,8758,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-jaworowa-2-pokojowe-d5l2o9,https://s2.adresowa.pl/oi/6b/54/39c4ba_6c46_cover-2-pokojowe-mieszkanie-katowice-piotrowice-ul-jaworowa.jpg
Katowice Giszowiec,,3,48,379000,7896,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-3-pokojowe-48-m2-o0t0p9,https://s2.adresowa.pl/oi/74/5d/39c34c_ca9b_cover-3-pokojowe-mieszkanie-katowice-giszowiec.jpg
Katowice os. Tysiąclecia,,1,31,370000,11935,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-1-pokoj-31-m2-a7p1o0,https://s2.adresowa.pl/oi/10/63/39c048_b6bb_cover-1-pokojowe-mieszkanie-katowice-os-tysiaclecia.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Muchowiec,ul. gen. Józefa Sowińskiego,3,43,465000,10814,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-gen-jozefa-sowinskiego-3-pokojowe-x4y2j3,https://s2.adresowa.pl/oi/14/26/39bf40_8047_cover-3-pokojowe-mieszkanie-katowice-muchowiec-ul-gen-jozefa-sowinskiego.jpg
Katowice Piotrowice,ul. Żurawia,2,38,369500,9853,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-zurawia-2-pokojowe-f1l7s1,https://s2.adresowa.pl/oi/44/10/39bdc4_70bf_cover-2-pokojowe-mieszkanie-katowice-piotrowice-ul-zurawia.jpg
Katowice Burowiec,ul. gen. Józefa Hallera,3,60,476100,7999,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-burowiec-ul-gen-jozefa-hallera-3-pokojowe-s6v2y3,https://s2.adresowa.pl/oi/48/36/39b876_ed8d_cover-3-pokojowe-mieszkanie-katowice-burowiec-ul-gen-jozefa-hallera.jpg
Katowice Zawodzie,,2,51,389000,7627,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-2-pokojowe-51-m2-q9u1w3,https://s2.adresowa.pl/oi/42/48/39a20e_9bb1_cover-2-pokojowe-mieszkanie-katowice-zawodzie.jpg
Katowice Śródmieście,ul. Sokolska,2,52,705000,13642,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-sokolska-2-pokojowe-q1u2k4,https://s2.adresowa.pl/oi/39/5d/399e98_caf9_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-sokolska.jpg
Katowice Ligota,ul. Zielonogórska,2,36,277200,7700,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-zielonogorska-2-pokojowe-p7m6n7,https://s2.adresowa.pl/oi/33/63/399b2c_daee_cover-2-pokojowe-mieszkanie-katowice-ligota-ul-zielonogorska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Śródmieście,ul. Raciborska,1,28,405000,14464,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-raciborska-1-pokoj-w7l0d4,https://s2.adresowa.pl/oi/63/21/39965c_e9fe_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-raciborska.jpg
Katowice,ul. Panewnicka,2,52,449999,8654,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-ul-panewnicka-2-pokojowe-m5n8a6,https://s2.adresowa.pl/oi/21/2a/399456_8b7c_cover-2-pokojowe-mieszkanie-katowice-ul-panewnicka.jpg
Katowice Zarzecze,ul. Tadeusza Fijewskiego,2,67,750000,11223,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-zarzecze-ul-tadeusza-fijewskiego-2-pokojowe-b0m7h7,https://s2.adresowa.pl/oi/5b/4f/399440_4673_cover-2-pokojowe-mieszkanie-katowice-zarzecze-ul-tadeusza-fijewskiego.jpg
Katowice Śródmieście,ul. Powstańców,2,53,529000,9960,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-powstancow-2-pokojowe-w4r0d3,https://s2.adresowa.pl/oi/27/1c/399398_ee5e_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-powstancow.jpg
Katowice Giszowiec,ul. Kolista,2,30,285000,9500,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-kolista-2-pokojowe-m2i7e3,https://s2.adresowa.pl/oi/42/18/3990e0_95c2_cover-2-pokojowe-mieszkanie-katowice-giszowiec-ul-kolista.jpg
Katowice Kostuchna,ul. Pustułek,4,99,1299000,13128,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-kostuchna-ul-pustulek-4-pokojowe-z0n0h1,https://s2.adresowa.pl/oi/14/50/398142_445c_cover-4-pokojowe-mieszkanie-katowice-kostuchna-ul-pustulek.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Śródmieście,ul. Żwirki i Wigury,1,76,679000,8934,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-zwirki-i-wigury-1-pokoj-x7a5f4,https://s2.adresowa.pl/oi/79/62/397c82_7d0e_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-zwirki-i-wigury.jpg
Katowice Murcki,ul. Jana Samsonowicza,1,30,220000,7333,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-murcki-ul-jana-samsonowicza-1-pokoj-t5w3w6,https://s2.adresowa.pl/oi/42/61/396f9c_6869_cover-1-pokojowe-mieszkanie-katowice-murcki-ul-jana-samsonowicza.jpg
Katowice Giszowiec,ul. Karliczka,2,46,333000,7239,Bez pośredników,ponad miesiąc temu,29,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-karliczka-2-pokojowe-r7g3k0,https://s2.adresowa.pl/oi/4c/78/396e12_f385_cover-2-pokojowe-mieszkanie-katowice-giszowiec-ul-karliczka.jpg
Katowice Zawodzie,al. Walentego Roździeńskiego,3,60,639000,10650,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-al-walentego-rozdzienskiego-3-pokojowe-o6c9s8,https://s2.adresowa.pl/oi/66/57/396a52_a9c8_cover-3-pokojowe-mieszkanie-katowice-zawodzie-al-walentego-rozdzienskiego.jpg
Katowice Brynów,ul. Władysława Orkana,3,75,835000,11133,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-wladyslawa-orkana-3-pokojowe-p2g0t8,https://s2.adresowa.pl/oi/50/2b/39672a_a64f_cover-3-pokojowe-mieszkanie-katowice-brynow-ul-wladyslawa-orkana.jpg
Katowice Bogucice,ul. ks. Franciszka Ścigały,3,58,470000,8117,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-ks-franciszka-scigaly-3-pokojowe-o0n4a7,https://s2.adresowa.pl/oi/58/21/396732_f325_cover-3-pokojowe-mieszkanie-katowice-bogucice-ul-ks-franciszka-scigaly.jpg
Katowice os. Tysiąclecia,ul. Ułańska,3,62,445000,7131,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-ulanska-3-pokojowe-p4a9m2,https://s2.adresowa.pl/oi/46/6b/3966f8_99c7_cover-3-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-ulanska.jpg
Katowice Ligota,ul. Piotrowicka,2,25,309000,12360,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-piotrowicka-2-pokojowe-s8n3g0,https://s2.adresowa.pl/oi/12/2d/3966d0_3adf_cover-2-pokojowe-mieszkanie-katowice-ligota-ul-piotrowicka.jpg
Katowice Wełnowiec,ul. Słoneczna,3,52,460000,8812,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-sloneczna-3-pokojowe-r9d2o8,https://s2.adresowa.pl/oi/6d/66/396492_32da_cover-3-pokojowe-mieszkanie-katowice-welnowiec-ul-sloneczna.jpg
Katowice Piotrowice,,3,63,689000,10937,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-3-pokojowe-63-m2-o2a3a6,https://s2.adresowa.pl/oi/7f/30/395944_a0b1_cover-3-pokojowe-mieszkanie-katowice-piotrowice.jpg
Katowice Brynów,,2,48,475000,9896,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-brynow-2-pokojowe-48-m2-m4q5t8,https://s2.adresowa.pl/oi/2b/5a/395644_314b_cover-2-pokojowe-mieszkanie-katowice-brynow.jpg
Katowice os. Witosa,,3,48,465000,9688,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-os-witosa-3-pokojowe-48-m2-h9v7t8,https://s2.adresowa.pl/oi/31/30/394f6a_da66_cover-3-pokojowe-mieszkanie-katowice-os-witosa.jpg
Katowice Nikiszowiec,ul. św. Anny,3,63,675000,10714,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-nikiszowiec-ul-sw-anny-3-pokojowe-w0a8i7,https://s2.adresowa.pl/oi/25/2b/393a5a_e2b6_cover-3-pokojowe-mieszkanie-katowice-nikiszowiec-ul-sw-anny.jpg
Katowice Szopienice,ul. Morawa,2,38,247500,6460,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-morawa-2-pokojowe-h6i8p0,https://s2.adresowa.pl/oi/38/10/393356_b7fd_cover-2-pokojowe-mieszkanie-katowice-szopienice-ul-morawa.jpg
Katowice Muchowiec,ul. Graniczna,2,43,399000,9279,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-graniczna-2-pokojowe-t6p3s2,https://s2.adresowa.pl/oi/11/23/39331c_fae0_cover-2-pokojowe-mieszkanie-katowice-muchowiec-ul-graniczna.jpg
Katowice os. Tysiąclecia,ul. Tysiąclecia,1,38,305000,8133,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia-1-pokoj-a7f4f3,https://s2.adresowa.pl/oi/74/37/392fb6_5572_cover-1-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia.jpg
Katowice Murcki,ul. Jana Samsonowicza,1,31,239000,7735,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-murcki-ul-jana-samsonowicza-1-pokoj-v1e4l3,https://s2.adresowa.pl/oi/6f/4d/392d94_cb16_cover-1-pokojowe-mieszkanie-katowice-murcki-ul-jana-samsonowicza.jpg
Katowice Załęże,ul. Ondraszka,3,60,479900,7998,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-ondraszka-3-pokojowe-h4p5x9,https://s2.adresowa.pl/oi/67/7f/3925e4_ca50_cover-3-pokojowe-mieszkanie-katowice-zaleze-ul-ondraszka.jpg
Katowice Śródmieście,ul. Franciszka Anioła,5,67,600000,8955,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-franciszka-aniola-5-pokojowe-i2y0z3,https://s2.adresowa.pl/oi/1b/33/3923c0_feee_cover-5-pokojowe-mieszkanie-katowice-srodmiescie-ul-franciszka-aniola.jpg
Katowice Wełnowiec,ul. Bytomska,2,42,549500,13000,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-bytomska-2-pokojowe-d2y3a0,https://s2.adresowa.pl/oi/6a/27/39221e_b1bf_cover-2-pokojowe-mieszkanie-katowice-welnowiec-ul-bytomska.jpg
Katowice Szopienice,ul. Morawa,3,55,352000,6376,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-morawa-3-pokojowe-t7u1v3,https://s2.adresowa.pl/oi/24/43/3916c8_95a0_cover-3-pokojowe-mieszkanie-katowice-szopienice-ul-morawa.jpg
Katowice Piotrowice,ul. Zbożowa,2,44,339000,7705,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-zbozowa-2-pokojowe-g9b8f3,https://s2.adresowa.pl/oi/3a/58/391552_ebe3_cover-2-pokojowe-mieszkanie-katowice-piotrowice-ul-zbozowa.jpg
Katowice os. Witosa,ul. Obroki,3,58,509000,8776,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-os-witosa-ul-obroki-3-pokojowe-n0o2b3,https://s2.adresowa.pl/oi/5f/49/390eb0_9356_cover-3-pokojowe-mieszkanie-katowice-os-witosa-ul-obroki.jpg
Katowice Szopienice,ul. Morawa,3,52,369000,7077,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-morawa-3-pokojowe-u8r9t3,https://s2.adresowa.pl/oi/62/5b/390d6a_d9a5_cover-3-pokojowe-mieszkanie-katowice-szopienice-ul-morawa.jpg
Katowice Załęże,ul. Tokarska,5,85,519500,6110,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-tokarska-5-pokojowe-f8t8b1,https://s2.adresowa.pl/oi/14/16/390a2e_80ce_cover-5-pokojowe-mieszkanie-katowice-zaleze-ul-tokarska.jpg
Katowice Wełnowiec,ul. Bytkowska,2,34,430000,12536,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-bytkowska-2-pokojowe-d3i9c2,https://s2.adresowa.pl/oi/79/75/3900c0_91bb_cover-2-pokojowe-mieszkanie-katowice-welnowiec-ul-bytkowska.jpg
Katowice Dąb,ul. Johna Baildona,3,48,648000,13500,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-dab-ul-johna-baildona-3-pokojowe-r1u0k9,https://s2.adresowa.pl/oi/23/31/38e1e4_2ec0_cover-3-pokojowe-mieszkanie-katowice-dab-ul-johna-baildona.jpg
Katowice Dąbrówka Mała,ul. gen. Henryka le Ronda,2,36,269000,7472,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-dabrowka-mala-ul-gen-henryka-le-ronda-2-pokojowe-a7e0g2,https://s2.adresowa.pl/oi/15/48/38e11c_8000_cover-2-pokojowe-mieszkanie-katowice-dabrowka-mala-ul-gen-henryka-le-ronda.jpg
Katowice Józefowiec,ul. Józefowska,3,65,499000,7653,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-jozefowiec-ul-jozefowska-3-pokojowe-l0o8h8,https://s2.adresowa.pl/oi/14/12/38dc0e_31be_cover-3-pokojowe-mieszkanie-katowice-jozefowiec-ul-jozefowska.jpg
Katowice os. Tysiąclecia,ul. Bolesława Chrobrego,1,37,298000,8054,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego-1-pokoj-l3q3a6,https://s2.adresowa.pl/oi/26/3a/38d9a8_32b3_cover-1-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego.jpg
Katowice os. Witosa,ul. Wincentego Witosa,2,49,358000,7359,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-os-witosa-ul-wincentego-witosa-2-pokojowe-m9m0q0,https://s2.adresowa.pl/oi/37/49/38d9a4_9743_cover-2-pokojowe-mieszkanie-katowice-os-witosa-ul-wincentego-witosa.jpg
Katowice Śródmieście,ul. Marii Skłodowskiej-Curie,4,235,1099000,4677,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie-4-pokojowe-n6l5v4,https://s2.adresowa.pl/oi/35/1a/38d2f6_4be3_cover-4-pokojowe-mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie.jpg
Katowice Janów,ul. Zamkowa,2,37,229000,6241,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-janow-ul-zamkowa-2-pokojowe-s4s4v7,https://s2.adresowa.pl/oi/4b/6c/38cdf2_8a5d_cover-2-pokojowe-mieszkanie-katowice-janow-ul-zamkowa.jpg
Katowice Bogucice,ul. Sandomierska,4,73,565000,7740,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-sandomierska-4-pokojowe-k1l8t7,https://s2.adresowa.pl/oi/39/15/38cbc0_e03b_cover-4-pokojowe-mieszkanie-katowice-bogucice-ul-sandomierska.jpg
Katowice Załęże,ul. 18 Sierpnia,1,38,247000,6424,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-18-sierpnia-1-pokoj-h0f6a5,https://s2.adresowa.pl/oi/14/25/38b8ae_a447_cover-1-pokojowe-mieszkanie-katowice-zaleze-ul-18-sierpnia.jpg
