locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Katowice Śródmieście,ul. Marii Skłodowskiej-Curie,2,30,350000,11667,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie-2-pokojowe-o9l7g9,https://s2.adresowa.pl/oi/19/5d/3abfcc_9131_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie.jpg
Katowice Koszutka,ul. Stefana Okrzei,2,35,375000,10714,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-stefana-okrzei-2-pokojowe-y5h9r9,https://s2.adresowa.pl/oi/67/61/3abc60_56e4_cover-2-pokojowe-mieszkanie-katowice-koszutka-ul-stefana-okrzei.jpg
Katowice Śródmieście,ul. Maksymiliana Wilimowskiego,2,56,549000,9804,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-maksymiliana-wilimowskiego-2-pokojowe-k6v1p8,https://s2.adresowa.pl/oi/11/15/3ab980_a993_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-maksymiliana-wilimowskiego.jpg
Katowice Śródmieście,al. Wojciecha Korfantego,2,38,519000,13716,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego-2-pokojowe-x5g1j4,https://s2.adresowa.pl/oi/41/12/38afe6_6795_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego.jpg
Katowice,ul. Graniczna,3,50,420000,8400,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-ul-graniczna-3-pokojowe-w7y9r6,https://s2.adresowa.pl/oi/4e/28/389070_585f_cover-3-pokojowe-mieszkanie-katowice-ul-graniczna.jpg
Katowice Załęże,ul. Gliwicka,1,45,350000,7778,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-gliwicka-1-pokoj-c0i5l6,https://s2.adresowa.pl/oi/16/60/3ab802_e54e_cover-1-pokojowe-mieszkanie-katowice-zaleze-ul-gliwicka.jpg
Katowice Piotrowice,ul. Jaworowa,3,46,479000,10504,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-jaworowa-3-pokojowe-b7l0k8,https://s2.adresowa.pl/oi/14/3d/3ab6d8_794d_cover-3-pokojowe-mieszkanie-katowice-piotrowice-ul-jaworowa.jpg
Katowice Panewniki,ul. Kijowska,2,53,399000,7472,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-katowice-panewniki-ul-kijowska-2-pokojowe-l8p0e4,https://s2.adresowa.pl/oi/4f/4c/3ab34a_f49f_cover-2-pokojowe-mieszkanie-katowice-panewniki-ul-kijowska.jpg
Katowice Śródmieście,ul. Juliusza Słowackiego,2,27,320000,11852,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-juliusza-slowackiego-2-pokojowe-i2c3r3,https://s2.adresowa.pl/oi/5a/2f/388ad2_72ff_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-juliusza-slowackiego.jpg
Katowice Śródmieście,al. Wojciecha Korfantego,2,47,389000,8277,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego-2-pokojowe-b3z3n3,https://s2.adresowa.pl/oi/63/5a/387262_be95_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego.jpg
Katowice os. Tysiąclecia,ul. Piastów,1,28,334000,11929,Bez pośredników,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-piastow-1-pokoj-l0c9w8,https://s2.adresowa.pl/oi/59/12/3ab36a_7a00_cover-1-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-piastow.jpg
Katowice Brynów,ul. Ceglana,1,30,449000,14755,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-ceglana-1-pokoj-y0o0c8,https://s2.adresowa.pl/oi/4e/73/3ab1f8_b61c_cover-1-pokojowe-mieszkanie-katowice-brynow-ul-ceglana.jpg
Katowice Wełnowiec,ul. ks. Piotra Ściegiennego,1,28,305000,10893,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-ks-piotra-sciegiennego-1-pokoj-i3y2z4,https://s2.adresowa.pl/oi/37/1d/3aac1c_887e_cover-1-pokojowe-mieszkanie-katowice-welnowiec-ul-ks-piotra-sciegiennego.jpg
Katowice Śródmieście,ul. Krzywa,2,38,465000,12237,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-krzywa-2-pokojowe-x7x1v2,https://s2.adresowa.pl/oi/57/44/386d8c_50e7_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-krzywa.jpg
Katowice os. Tysiąclecia,ul. Mieszka I,3,59,420000,7119,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-mieszka-i-3-pokojowe-g0x4r0,https://s2.adresowa.pl/oi/15/72/385b0e_4b58_cover-3-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-mieszka-i.jpg
Katowice os. Tysiąclecia,ul. Tysiąclecia,4,74,620000,8378,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia-4-pokojowe-v3v1a7,https://s2.adresowa.pl/oi/59/47/3aa9c0_a656_cover-4-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia.jpg
Katowice Ochojec,ul. Fabryczna,3,74,680000,9189,Bez pośredników,ponad tydzień temu,23,https://adresowo.pl/o/mieszkanie-katowice-ochojec-ul-fabryczna-3-pokojowe-k4n8d0,https://s2.adresowa.pl/oi/41/33/3aa96e_cbee_cover-3-pokojowe-mieszkanie-katowice-ochojec-ul-fabryczna.jpg
Katowice os. Tysiąclecia,ul. Ułańska,2,47,365000,7766,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-ulanska-2-pokojowe-b4g4g9,https://s2.adresowa.pl/oi/5e/10/3aa844_3e5e_cover-2-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-ulanska.jpg
Katowice Śródmieście,,3,80,649000,8113,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-3-pokojowe-80-m2-o2z7m1,https://s2.adresowa.pl/oi/54/6b/3854d2_5048_cover-3-pokojowe-mieszkanie-katowice-srodmiescie.jpg
Katowice Śródmieście,ul. Krzywa,3,41,459000,11195,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-krzywa-3-pokojowe-x2i3l0,https://s2.adresowa.pl/oi/11/48/38317a_d986_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-krzywa.jpg
Katowice Piotrowice,ul. Marcina Radockiego,3,56,390000,6964,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-marcina-radockiego-3-pokojowe-g0i4k9,https://s2.adresowa.pl/oi/43/55/3aa82e_460f_cover-3-pokojowe-mieszkanie-katowice-piotrowice-ul-marcina-radockiego.jpg
Katowice Ligota,ul. Bałtycka,4,69,799000,11580,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-baltycka-4-pokojowe-v7m5f0,https://s2.adresowa.pl/oi/52/1e/3aa7ac_a50d_cover-4-pokojowe-mieszkanie-katowice-ligota-ul-baltycka.jpg
Katowice Brynów,ul. Józefa Gallusa,2,37,380000,10411,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-jozefa-gallusa-2-pokojowe-q6j2s5,https://s2.adresowa.pl/oi/32/6a/3a9af8_75d5_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-jozefa-gallusa.jpg
Katowice Śródmieście,ul. Krzywa,1,19,245000,12895,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-krzywa-1-pokoj-f6d6c1,https://s2.adresowa.pl/oi/47/35/38317c_a067_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-krzywa.jpg
Katowice,ul. Ignacego Paderewskiego,4,82,969000,11817,Oferta biura nieruchomości,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-katowice-ul-ignacego-paderewskiego-4-pokojowe-n9f1c2,https://s2.adresowa.pl/oi/68/17/382ca6_5927_cover-4-pokojowe-mieszkanie-katowice-ul-ignacego-paderewskiego.jpg
Katowice Ochojec,ul. Jaworowa,2,43,495000,11512,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-katowice-ochojec-ul-jaworowa-2-pokojowe-z1g4f6,https://s2.adresowa.pl/oi/6b/69/3a9776_40f9_cover-2-pokojowe-mieszkanie-katowice-ochojec-ul-jaworowa.jpg
Katowice Zawodzie,ul. Łączna,2,49,416500,8514,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-ul-laczna-2-pokojowe-t1a0s8,https://s2.adresowa.pl/oi/3c/65/3a937e_e9a6_cover-2-pokojowe-mieszkanie-katowice-zawodzie-ul-laczna.jpg
Katowice Piotrowice,,1,34,299000,8794,Bez pośredników,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-1-pokoj-34-m2-r9w5o9,https://s2.adresowa.pl/oi/5a/75/3a8c80_3a33_cover-1-pokojowe-mieszkanie-katowice-piotrowice.jpg
Katowice,ul. Piękna,3,47,449000,9463,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-ul-piekna-3-pokojowe-n6i4k1,https://s2.adresowa.pl/oi/7a/41/382848_aaf7_cover-3-pokojowe-mieszkanie-katowice-ul-piekna.jpg
Katowice Śródmieście,pl. Oddziałów Młodzieży Powstańczej,3,79,590000,7468,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-pl-oddzialow-mlodziezy-powstanczej-3-pokojowe-r5k7y0,https://s2.adresowa.pl/oi/7d/2b/382804_91f8_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-pl-oddzialow-mlodziezy-powstanczej.jpg
Katowice Kostuchna,,2,38,490000,12895,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-katowice-kostuchna-2-pokojowe-38-m2-d5k9l6,https://s2.adresowa.pl/oi/69/3f/3a8c18_48e7_cover-2-pokojowe-mieszkanie-katowice-kostuchna.jpg
Katowice Śródmieście,ul. Sokolska,2,36,399000,11083,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-sokolska-2-pokojowe-l9p8t4,https://s2.adresowa.pl/oi/5c/68/3a84f6_7a95_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-sokolska.jpg
Katowice Brynów,ul. Wincentego Pola,3,67,540000,8060,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-wincentego-pola-3-pokojowe-z7v5b5,https://s2.adresowa.pl/oi/31/6e/3a815c_694c_cover-3-pokojowe-mieszkanie-katowice-brynow-ul-wincentego-pola.jpg
Katowice Śródmieście,ul. Tadeusza Kościuszki,3,114,779000,6833,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-tadeusza-kosciuszki-3-pokojowe-b8l6b5,https://s2.adresowa.pl/oi/18/28/3805fa_e3e6_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-tadeusza-kosciuszki.jpg
Katowice Śródmieście,ul. Tadeusza Kościuszki,2,53,579000,10925,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-tadeusza-kosciuszki-2-pokojowe-z6n9l0,https://s2.adresowa.pl/oi/4b/77/37bda2_79f7_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-tadeusza-kosciuszki.jpg
Katowice Ligota,ul. Stara Kłodnicka,2,35,339000,9686,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-stara-klodnicka-2-pokojowe-y5n6f7,https://s2.adresowa.pl/oi/62/28/3a7e0a_33df_cover-2-pokojowe-mieszkanie-katowice-ligota-ul-stara-klodnicka.jpg
Katowice Nikiszowiec,ul. Rymarska,2,50,440000,8800,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-nikiszowiec-ul-rymarska-2-pokojowe-p4s9s1,https://s2.adresowa.pl/oi/1b/63/3a7a84_f492_cover-2-pokojowe-mieszkanie-katowice-nikiszowiec-ul-rymarska.jpg
Katowice,ul. Gliwicka,2,49,299000,6077,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-ul-gliwicka-2-pokojowe-b1s2e9,https://s2.adresowa.pl/oi/41/38/3a774c_d281_cover-2-pokojowe-mieszkanie-katowice-ul-gliwicka.jpg
Katowice Ligota,ul. Panewnicka,2,55,295000,5364,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-panewnicka-2-pokojowe-u8o8q5,https://s2.adresowa.pl/oi/31/67/37ba20_8745_cover-2-pokojowe-mieszkanie-katowice-ligota-ul-panewnicka.jpg
Katowice Brynów,ul. Ligocka,1,28,215000,7765,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-ligocka-1-pokoj-m3n6l6,https://s2.adresowa.pl/oi/37/54/35a9cc_55b6_cover-1-pokojowe-mieszkanie-katowice-brynow-ul-ligocka.jpg
Katowice Załęże,ul. Gliwicka,2,35,157000,4492,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-gliwicka-2-pokojowe-n2o6s1,https://s2.adresowa.pl/oi/58/1c/3a7740_df31_cover-2-pokojowe-mieszkanie-katowice-zaleze-ul-gliwicka.jpg
Katowice Szopienice,ul. Przelotowa,2,36,146680,4127,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-przelotowa-2-pokojowe-m1w7h1,https://s2.adresowa.pl/oi/56/78/3a773c_4b1b_cover-2-pokojowe-mieszkanie-katowice-szopienice-ul-przelotowa.jpg
Katowice Załęże,ul. Gliwicka,1,25,111800,4499,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-gliwicka-1-pokoj-v9b9m2,https://s2.adresowa.pl/oi/39/43/3a773a_9727_cover-1-pokojowe-mieszkanie-katowice-zaleze-ul-gliwicka.jpg
Katowice Ochojec,ul. Krótka,3,76,495000,6550,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-katowice-ochojec-ul-krotka-3-pokojowe-a3s0l5,https://s2.adresowa.pl/oi/34/2e/351306_f4a4_cover-3-pokojowe-mieszkanie-katowice-ochojec-ul-krotka.jpg
Katowice Śródmieście,ul. Stefana Batorego,3,65,375000,5769,Oferta biura nieruchomości,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-stefana-batorego-3-pokojowe-w7r0m8,https://s2.adresowa.pl/oi/51/36/33ead2_d289_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-stefana-batorego.jpg
Katowice Kokociniec,ul. Wyzwolenia,4,64,390000,6094,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-katowice-kokociniec-ul-wyzwolenia-4-pokojowe-o5z3o6,https://s2.adresowa.pl/oi/58/1c/3a75a8_d8b2_cover-4-pokojowe-mieszkanie-katowice-kokociniec-ul-wyzwolenia.jpg
Katowice Śródmieście,ul. Mikołowska,2,51,450000,8824,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-mikolowska-2-pokojowe-f4c3o8,https://s2.adresowa.pl/oi/25/47/3a7580_7bc3_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-mikolowska.jpg
Katowice Murcki,ul. Wolności,1,38,239000,6289,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-murcki-ul-wolnosci-1-pokoj-k1o5i7,https://s2.adresowa.pl/oi/79/7d/3a74d4_c162_cover-1-pokojowe-mieszkanie-katowice-murcki-ul-wolnosci.jpg
Katowice Śródmieście,ul. Krzywa,1,29,335000,11552,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-krzywa-1-pokoj-u8c4w2,https://s2.adresowa.pl/oi/74/30/33d5aa_7c2e_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-krzywa.jpg
Katowice Śródmieście,ul. Krzywa,2,28,340000,12143,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-krzywa-2-pokojowe-s5y4v2,https://s2.adresowa.pl/oi/5b/36/32790c_faa6_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-krzywa.jpg
Katowice Burowiec,ul. Wiosny Ludów,1,29,259000,8993,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-burowiec-ul-wiosny-ludow-1-pokoj-p1t4f2,https://s2.adresowa.pl/oi/4e/73/3a6fc8_3933_cover-1-pokojowe-mieszkanie-katowice-burowiec-ul-wiosny-ludow.jpg
Katowice Śródmieście,ul. Józefa Lompy,4,140,1250000,8957,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-jozefa-lompy-4-pokojowe-z9s8q9,https://s2.adresowa.pl/oi/46/35/3a6fc2_f692_cover-4-pokojowe-mieszkanie-katowice-srodmiescie-ul-jozefa-lompy.jpg
Katowice os. Tysiąclecia,ul. Tysiąclecia,1,24,220000,9167,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia-1-pokoj-p9o7s4,https://s2.adresowa.pl/oi/31/40/3a6d7c_5f58_cover-1-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia.jpg
Katowice Śródmieście,ul. Andrzeja Mielęckiego,3,71,479000,6746,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-andrzeja-mieleckiego-3-pokojowe-i7g0s6,https://s2.adresowa.pl/oi/21/17/3166c6_6e4d_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-andrzeja-mieleckiego.jpg
Katowice,ul. Adama Mickiewicza,4,115,859000,7470,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-ul-adama-mickiewicza-4-pokojowe-q0v2r6,https://s2.adresowa.pl/oi/51/33/2f7b50_7619_cover-4-pokojowe-mieszkanie-katowice-ul-adama-mickiewicza.jpg
Katowice Koszutka,ul. Kazimiery Iłłakowiczówny,3,70,545000,7786,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-kazimiery-illakowiczowny-3-pokojowe-i5p9o6,https://s2.adresowa.pl/oi/10/6a/3a6d66_8dae_cover-3-pokojowe-mieszkanie-katowice-koszutka-ul-kazimiery-illakowiczowny.jpg
Katowice Zawodzie,ul. Bohaterów Monte Cassino,3,61,439000,7197,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-ul-bohaterow-monte-cassino-3-pokojowe-m1e7h6,https://s2.adresowa.pl/oi/6f/50/3a6cfc_3b74_cover-3-pokojowe-mieszkanie-katowice-zawodzie-ul-bohaterow-monte-cassino.jpg
Katowice Ligota,,3,55,430000,7818,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-ligota-3-pokojowe-55-m2-c6s3q5,https://s2.adresowa.pl/oi/1a/40/3a6c0c_c17b_cover-3-pokojowe-mieszkanie-katowice-ligota.jpg
Katowice Śródmieście,ul. Jana Kochanowskiego,4,98,749000,7643,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-jana-kochanowskiego-4-pokojowe-m4v5f9,https://s2.adresowa.pl/oi/41/6c/2f5f80_ff6a_cover-4-pokojowe-mieszkanie-katowice-srodmiescie-ul-jana-kochanowskiego.jpg
Katowice Brynów,ul. Władysława Orkana,2,58,569000,9810,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-wladyslawa-orkana-2-pokojowe-u9i0p5,https://s2.adresowa.pl/oi/76/1f/2de8bc_c1d5_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-wladyslawa-orkana.jpg
Katowice Załęże,ul. Wincentego Janasa,2,40,267000,6609,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-wincentego-janasa-2-pokojowe-y5s6k9,https://s2.adresowa.pl/oi/14/54/3a6ba2_715d_cover-2-pokojowe-mieszkanie-katowice-zaleze-ul-wincentego-janasa.jpg
Katowice Ligota,ul. Grzyśki,3,56,450000,8054,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-grzyski-3-pokojowe-c6b7a1,https://s2.adresowa.pl/oi/11/16/3a669a_69d9_cover-3-pokojowe-mieszkanie-katowice-ligota-ul-grzyski.jpg
Katowice Śródmieście,ul. Jesionowa,4,98,735000,7500,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-jesionowa-4-pokojowe-a4m2f9,https://s2.adresowa.pl/oi/30/13/3a6466_3256_cover-4-pokojowe-mieszkanie-katowice-srodmiescie-ul-jesionowa.jpg
Katowice Śródmieście,ul. Mikołaja Kopernika,2,49,390000,7959,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-mikolaja-kopernika-2-pokojowe-s4p3u5,https://s2.adresowa.pl/oi/61/65/2de888_e4f9_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-mikolaja-kopernika.jpg
Katowice Śródmieście,pl. dr. Józefa Rostka,5,149,990000,6659,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-pl-dr-jozefa-rostka-5-pokojowe-h6u7m2,https://s2.adresowa.pl/oi/59/67/2d4078_963e_cover-5-pokojowe-mieszkanie-katowice-srodmiescie-pl-dr-jozefa-rostka.jpg
Katowice Ligota,ul. ks. bp. Teodora Bromboszcza,2,54,420000,7801,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-ks-bp-teodora-bromboszcza-2-pokojowe-e2n0l0,https://s2.adresowa.pl/oi/23/38/3a645e_33f4_cover-2-pokojowe-mieszkanie-katowice-ligota-ul-ks-bp-teodora-bromboszcza.jpg
Katowice Brynów,ul. Meteorologów,2,48,499000,10396,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-meteorologow-2-pokojowe-b7g6f7,https://s2.adresowa.pl/oi/62/31/3a644c_943d_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-meteorologow.jpg
Katowice Wełnowiec,ul. Tomasza Kotlarza,3,49,400000,8163,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-tomasza-kotlarza-3-pokojowe-w8b4l1,https://s2.adresowa.pl/oi/68/58/3a633e_6a20_cover-3-pokojowe-mieszkanie-katowice-welnowiec-ul-tomasza-kotlarza.jpg
Katowice Śródmieście,ul. Jana Kochanowskiego,3,111,895000,8063,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-jana-kochanowskiego-3-pokojowe-i0o7s6,https://s2.adresowa.pl/oi/26/6f/2b89bc_67a6_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-jana-kochanowskiego.jpg
Katowice,pl. Oddziałów Młodzieży Powstańczej,3,105,769000,7324,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-pl-oddzialow-mlodziezy-powstanczej-3-pokojowe-i9h1m2,https://s2.adresowa.pl/oi/4a/3c/2b89b2_5845_cover-3-pokojowe-mieszkanie-katowice-pl-oddzialow-mlodziezy-powstanczej.jpg
Katowice Dąbrówka Mała,ul. Pogodna,2,38,228000,5980,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-dabrowka-mala-ul-pogodna-2-pokojowe-w7j6g2,https://s2.adresowa.pl/oi/5e/6a/3a6280_899e_cover-2-pokojowe-mieszkanie-katowice-dabrowka-mala-ul-pogodna.jpg
Katowice Piotrowice,ul. Żurawia,1,30,290000,9667,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-zurawia-1-pokoj-w5k2z5,https://s2.adresowa.pl/oi/3e/63/3a61fc_760b_cover-1-pokojowe-mieszkanie-katowice-piotrowice-ul-zurawia.jpg
Katowice Ligota,ul. Ostrawska,2,38,559000,14618,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-ostrawska-2-pokojowe-q2c2q8,https://s2.adresowa.pl/oi/74/18/3a5eee_63ae_cover-2-pokojowe-mieszkanie-katowice-ligota-ul-ostrawska.jpg
Katowice Śródmieście,ul. Marii Skłodowskiej-Curie,2,78,499000,6397,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie-2-pokojowe-n5u4u8,https://s2.adresowa.pl/oi/45/6e/2b89b6_9e5d_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie.jpg
Katowice,ul. Nasypowa,2,58,379000,6534,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-ul-nasypowa-2-pokojowe-m1z1r1,https://s2.adresowa.pl/oi/48/68/22dbb2_5265_cover-2-pokojowe-mieszkanie-katowice-ul-nasypowa.jpg
Katowice Ligota,,3,61,732000,12000,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-ligota-3-pokojowe-61-m2-s7g6e9,https://s2.adresowa.pl/oi/66/7c/3a5b1c_81bc_cover-3-pokojowe-mieszkanie-katowice-ligota.jpg
Katowice Brynów,ul. Heleny Modrzejewskiej,2,53,517000,9755,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-heleny-modrzejewskiej-2-pokojowe-o5y4d3,https://s2.adresowa.pl/oi/52/7c/3a5890_c9dc_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-heleny-modrzejewskiej.jpg
