locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Kraków Kurdwanów,ul. Wincentego Witosa,3,52,824750,15861,Oferta biura nieruchomości,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-wincentego-witosa-3-pokojowe-h1z4j6,https://s2.adresowa.pl/oi/5a/18/3aaf0a_5f8a_cover-3-pokojowe-mieszkanie-krakow-kurdwanow-ul-wincentego-witosa.jpg
Kraków,ul. Półłanki,2,49,569000,11684,Oferta biura nieruchomości,ponad tydzień temu,21,https://adresowo.pl/o/mieszkanie-krakow-ul-pollanki-2-pokojowe-f4i4v7,https://s2.adresowa.pl/oi/2e/11/3aa6e2_97b0_cover-2-pokojowe-mieszkanie-krakow-ul-pollanki.jpg
Kraków Górka Narodowa,ul. Macieja Słomczyńskiego,2,52,770000,14808,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-gorka-narodowa-ul-macieja-slomczynskiego-2-pokojowe-c5q1p4,https://s2.adresowa.pl/oi/63/53/3a6b32_9f2d_cover-2-pokojowe-mieszkanie-krakow-gorka-narodowa-ul-macieja-slomczynskiego.jpg
Kraków Nowa Huta,os. Piastów,2,51,730000,14314,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-piastow-2-pokojowe-k7u7z8,https://s2.adresowa.pl/oi/5f/7d/3a69f6_b976_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-piastow.jpg
Kraków Salwator,ul. Bolesława Komorowskiego,3,98,2350000,23980,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-krakow-salwator-ul-boleslawa-komorowskiego-3-pokojowe-d6x8x0,https://s2.adresowa.pl/oi/29/73/3a6886_b077_cover-3-pokojowe-mieszkanie-krakow-salwator-ul-boleslawa-komorowskiego.jpg
Kraków Bronowice,ul. Na Błonie,2,30,449000,14967,Oferta biura nieruchomości,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-na-blonie-2-pokojowe-z4w7q6,https://s2.adresowa.pl/oi/4e/44/3aa6de_ed52_cover-2-pokojowe-mieszkanie-krakow-bronowice-ul-na-blonie.jpg
Kraków Czyżyny,ul. Sołtysowska,2,36,611780,16900,Oferta biura nieruchomości,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-soltysowska-2-pokojowe-d4w5m3,https://s2.adresowa.pl/oi/6d/77/3aa664_8a4c_cover-2-pokojowe-mieszkanie-krakow-czyzyny-ul-soltysowska.jpg
Kraków Prokocim,ul. Polonijna,3,59,969000,16452,Bez pośredników,ponad miesiąc temu,31,https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-polonijna-3-pokojowe-y2d3h2,https://s2.adresowa.pl/oi/60/2e/3a68a0_3c30_cover-3-pokojowe-mieszkanie-krakow-prokocim-ul-polonijna.jpg
Kraków Prokocim,ul. Jana Kozietulskiego,4,70,799000,11414,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-jana-kozietulskiego-4-pokojowe-q3c3h2,https://s2.adresowa.pl/oi/46/4b/3a6526_a3f8_cover-4-pokojowe-mieszkanie-krakow-prokocim-ul-jana-kozietulskiego.jpg
Kraków Czyżyny,ul. Sołtysowska,2,53,875000,16509,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-soltysowska-2-pokojowe-o2h0k4,https://s2.adresowa.pl/oi/53/13/3a647a_8d38_cover-2-pokojowe-mieszkanie-krakow-czyzyny-ul-soltysowska.jpg
Kraków Nowa Huta,os. Krakowiaków,3,43,524800,12205,Oferta biura nieruchomości,ponad tydzień temu,24,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-krakowiakow-3-pokojowe-e8q6s3,https://s2.adresowa.pl/oi/4c/68/3aa5fc_3b20_cover-3-pokojowe-mieszkanie-krakow-nowa-huta-os-krakowiakow.jpg
Kraków Dębniki,ul. Obozowa,3,58,815000,14052,Oferta biura nieruchomości,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-obozowa-3-pokojowe-j7p0f2,https://s2.adresowa.pl/oi/16/4a/3aa5fa_4f13_cover-3-pokojowe-mieszkanie-krakow-debniki-ul-obozowa.jpg
Kraków Borek Fałęcki,ul. Zdunów,2,36,539000,14816,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-krakow-borek-falecki-ul-zdunow-2-pokojowe-r5z2u1,https://s2.adresowa.pl/oi/4e/18/3aabbc_406a_cover-2-pokojowe-mieszkanie-krakow-borek-falecki-ul-zdunow.jpg
Kraków Mistrzejowice,ul. Wawelska,3,84,999000,11893,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-ul-wawelska-3-pokojowe-x7i6b3,https://s2.adresowa.pl/oi/7f/5d/3a5fbe_a1d9_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-ul-wawelska.jpg
Kraków Krowodrza,ul. Iwona Odrowąża,1,31,647000,21075,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-iwona-odrowaza-1-pokoj-x0q8k0,https://s2.adresowa.pl/oi/40/40/3a5f10_5278_cover-1-pokojowe-mieszkanie-krakow-krowodrza-ul-iwona-odrowaza.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/krakow/czyzyny/,
Kraków Grzegórzki,,2,37,630000,17027,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-2-pokojowe-37-m2-s7k5w2,https://s2.adresowa.pl/oi/6b/7b/3a5ea8_cea1_cover-2-pokojowe-mieszkanie-krakow-grzegorzki.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Podgórze,ul. Kalwaryjska,3,75,1375000,18333,Oferta biura nieruchomości,ponad tydzień temu,24,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-kalwaryjska-3-pokojowe-r7h8o6,https://s2.adresowa.pl/oi/6e/10/3aa200_d18d_cover-3-pokojowe-mieszkanie-krakow-podgorze-ul-kalwaryjska.jpg
Kraków Prądnik Biały,ul. Turystyczna,2,46,629000,13704,Oferta biura nieruchomości,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-turystyczna-2-pokojowe-u7b0q3,https://s2.adresowa.pl/oi/13/4e/3aa1a2_cc86_cover-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-turystyczna.jpg
Kraków Mistrzejowice,os. Oświecenia,3,65,999000,15369,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-oswiecenia-3-pokojowe-q2s2i2,https://s2.adresowa.pl/oi/38/26/3a5e40_e452_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-oswiecenia.jpg
Kraków Mistrzejowice,os. Tysiąclecia,3,47,590000,12500,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-tysiaclecia-3-pokojowe-i8r9x6,https://s2.adresowa.pl/oi/32/2c/3a5a5c_94bb_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-tysiaclecia.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Bieńczyce,ul. Kornela Makuszyńskiego,3,50,585000,11771,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-kornela-makuszynskiego-3-pokojowe-j3z4w4,https://s2.adresowa.pl/oi/41/26/3a5a54_e3f2_cover-3-pokojowe-mieszkanie-krakow-bienczyce-ul-kornela-makuszynskiego.jpg
Kraków Nowa Huta,os. Na Wzgórzach,3,52,589000,11327,Oferta biura nieruchomości,ponad miesiąc temu,22,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-na-wzgorzach-3-pokojowe-h4f5e2,https://s2.adresowa.pl/oi/64/6d/3a9fce_d1af_cover-3-pokojowe-mieszkanie-krakow-nowa-huta-os-na-wzgorzach.jpg
Kraków,ul. Spółdzielców,2,37,499000,13486,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-krakow-ul-spoldzielcow-2-pokojowe-f0k6q9,https://s2.adresowa.pl/oi/36/29/3a9756_fce9_cover-2-pokojowe-mieszkanie-krakow-ul-spoldzielcow.jpg
Kraków Śródmieście,ul. Mazowiecka,2,40,780000,19500,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-mazowiecka-2-pokojowe-y7w2s6,https://s2.adresowa.pl/oi/37/2a/3a59f6_eb86_cover-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-mazowiecka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Nowa Huta,os. Centrum A,2,46,630000,13696,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-centrum-a-2-pokojowe-u1a5u2,https://s2.adresowa.pl/oi/5c/5b/3a5898_370b_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-centrum-a.jpg
Kraków Dębniki,ul. Obozowa,1,24,529999,22372,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-obozowa-1-pokoj-f5b6k7,https://s2.adresowa.pl/oi/18/35/3a5800_bee4_cover-1-pokojowe-mieszkanie-krakow-debniki-ul-obozowa.jpg
Kraków Dębniki,ul. Mieczykowa,3,84,1100000,13095,Oferta biura nieruchomości,ponad miesiąc temu,39,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-mieczykowa-3-pokojowe-o2w4m6,https://s2.adresowa.pl/oi/1e/66/3a96d4_d7e6_cover-3-pokojowe-mieszkanie-krakow-debniki-ul-mieczykowa.jpg
Kraków Bieńczyce,os. Tysiąclecia,3,47,600000,12766,Oferta biura nieruchomości,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-tysiaclecia-3-pokojowe-o6d0o3,https://s2.adresowa.pl/oi/12/4e/3a936a_fa96_cover-3-pokojowe-mieszkanie-krakow-bienczyce-os-tysiaclecia.jpg
Kraków Prokocim,ul. Jana Kozietulskiego,3,51,850000,16537,Bez pośredników,ponad miesiąc temu,36,https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-jana-kozietulskiego-3-pokojowe-w8v1j1,https://s2.adresowa.pl/oi/3f/4f/3a3462_70ec_cover-3-pokojowe-mieszkanie-krakow-prokocim-ul-jana-kozietulskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Bronowice,ul. Złoty Róg,5,65,579000,8966,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-zloty-rog-5-pokojowe-b5m1q8,https://s2.adresowa.pl/oi/7f/12/3a546a_3415_cover-5-pokojowe-mieszkanie-krakow-bronowice-ul-zloty-rog.jpg
Kraków Nowa Huta,os. Urocze,2,36,585000,16250,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-urocze-2-pokojowe-t0r6j4,https://s2.adresowa.pl/oi/34/78/3a4bcc_9d51_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-urocze.jpg
Kraków Ugorek,ul. Mieczysława Pszona,2,41,690000,16829,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-krakow-ugorek-ul-mieczyslawa-pszona-2-pokojowe-a5a1f1,https://s2.adresowa.pl/oi/79/76/3a8dc2_3368_cover-2-pokojowe-mieszkanie-krakow-ugorek-ul-mieczyslawa-pszona.jpg
Kraków Dębniki,ul. Lubostroń,3,59,965000,16356,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-lubostron-3-pokojowe-a5q6c5,https://s2.adresowa.pl/oi/47/6c/3a8d8e_a957_cover-3-pokojowe-mieszkanie-krakow-debniki-ul-lubostron.jpg
Kraków Bieżanów,ul. Telimeny,2,53,690000,13019,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-telimeny-2-pokojowe-n2h5z8,https://s2.adresowa.pl/oi/2f/50/3a4ab8_5c3a_cover-2-pokojowe-mieszkanie-krakow-biezanow-ul-telimeny.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Nowa Huta,os. Sportowe,2,43,797000,18535,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-sportowe-2-pokojowe-g1c5t8,https://s2.adresowa.pl/oi/3d/62/3a4986_eabb_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-sportowe.jpg
Kraków Bronowice,ul. Wizjonerów,2,52,972780,18707,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-wizjonerow-2-pokojowe-e5o3e2,https://s2.adresowa.pl/oi/6b/74/3a4500_30ce_cover-2-pokojowe-mieszkanie-krakow-bronowice-ul-wizjonerow.jpg
Kraków Płaszów,ul. Bagrowa,2,44,865000,19830,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-bagrowa-2-pokojowe-w3k2j1,https://s2.adresowa.pl/oi/64/6c/3a8502_b9c7_cover-2-pokojowe-mieszkanie-krakow-plaszow-ul-bagrowa.jpg
Kraków Prądnik Biały,ul. Papierni Prądnickich,3,82,1599999,19548,Oferta biura nieruchomości,ponad miesiąc temu,30,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-papierni-pradnickich-3-pokojowe-j1f3a2,https://s2.adresowa.pl/oi/75/60/3a84ee_c81a_cover-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-papierni-pradnickich.jpg
Kraków Ruczaj,ul. Raciborska,5,88,1350000,15323,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-raciborska-5-pokojowe-l1g0z1,https://s2.adresowa.pl/oi/48/2f/3a4030_e9e1_cover-5-pokojowe-mieszkanie-krakow-ruczaj-ul-raciborska.jpg
Kraków Nowa Huta,os. Centrum A,2,39,540000,13839,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-centrum-a-2-pokojowe-w9a5s4,https://s2.adresowa.pl/oi/34/44/3a3da6_dde9_cover-2-pokojowe-mieszkanie-krakow-nowa-huta-os-centrum-a.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Zakrzówek,ul. Kapelanka,2,56,790000,14107,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-krakow-zakrzowek-ul-kapelanka-2-pokojowe-m1u2t4,https://s2.adresowa.pl/oi/11/45/3a3d94_4b42_cover-2-pokojowe-mieszkanie-krakow-zakrzowek-ul-kapelanka.jpg
Kraków Prądnik Czerwony,ul. Śliczna,2,51,799900,15684,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-sliczna-2-pokojowe-d8a4g3,https://s2.adresowa.pl/oi/2c/58/3a81e6_73d4_cover-2-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-sliczna.jpg
Kraków Stare Miasto,pl. gen. Władysława Sikorskiego,3,77,1578500,20500,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-pl-gen-wladyslawa-sikorskiego-3-pokojowe-l8q0q1,https://s2.adresowa.pl/oi/1e/32/3a7eec_d222_cover-3-pokojowe-mieszkanie-krakow-stare-miasto-pl-gen-wladyslawa-sikorskiego.jpg
Kraków,ul. Macieja Dębskiego,2,41,579000,14122,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-krakow-ul-macieja-debskiego-2-pokojowe-x8g7a4,https://s2.adresowa.pl/oi/27/57/3a3cf4_aa22_cover-2-pokojowe-mieszkanie-krakow-ul-macieja-debskiego.jpg
Kraków Podgórze,ul. Na Zakolu Wisły,4,75,1099000,14589,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-na-zakolu-wisly-4-pokojowe-v9a5c2,https://s2.adresowa.pl/oi/7c/6a/3a38de_c844_cover-4-pokojowe-mieszkanie-krakow-podgorze-ul-na-zakolu-wisly.jpg
Kraków Bronowice,ul. Balicka,1,30,510000,17000,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-balicka-1-pokoj-z9w5s5,https://s2.adresowa.pl/oi/6c/50/3a3696_2cd0_cover-1-pokojowe-mieszkanie-krakow-bronowice-ul-balicka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Kraków Grzegórzki,ul. Józefa Narzymskiego,2,43,576000,13395,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-jozefa-narzymskiego-2-pokojowe-z6l0x8,https://s2.adresowa.pl/oi/51/60/3a7c9c_899c_cover-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-jozefa-narzymskiego.jpg
Kraków,ul. Henryka i Karola Czeczów,3,53,759000,14321,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-krakow-ul-henryka-i-karola-czeczow-3-pokojowe-y6g2l9,https://s2.adresowa.pl/oi/78/74/3a78f6_5d1e_cover-3-pokojowe-mieszkanie-krakow-ul-henryka-i-karola-czeczow.jpg
Kraków Bieżanów,Ul. Henryka i Karola Czeczów,2,45,629000,14135,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-2-pokojowe-h9b6y7,https://s2.adresowa.pl/oi/1f/58/3a34b2_7ca1_cover-2-pokojowe-mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow.jpg
Kraków Bieńczyce,ul. Fatimska,2,58,880000,15146,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-fatimska-2-pokojowe-m5t6r1,https://s2.adresowa.pl/oi/21/2d/3a2d8a_6a0d_cover-2-pokojowe-mieszkanie-krakow-bienczyce-ul-fatimska.jpg
Kraków Górka Narodowa,ul. Stefana Banacha,2,38,670000,17744,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-gorka-narodowa-ul-stefana-banacha-2-pokojowe-p1j8f7,https://s2.adresowa.pl/oi/56/33/3a29b2_dc14_cover-2-pokojowe-mieszkanie-krakow-gorka-narodowa-ul-stefana-banacha.jpg
Kraków Czyżyny,ul. Bolesława Orlińskiego,2,50,730000,14626,Oferta biura nieruchomości,ponad miesiąc temu,22,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego-2-pokojowe-p7y7i5,https://s2.adresowa.pl/oi/48/69/3a736a_289e_cover-2-pokojowe-mieszkanie-krakow-czyzyny-ul-boleslawa-orlinskiego.jpg
Kraków Grzegórzki,ul. Michała Siedleckiego,1,32,575000,17969,Oferta biura nieruchomości,ponad miesiąc temu,23,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-michala-siedleckiego-1-pokoj-x2e2x6,https://s2.adresowa.pl/oi/59/3a/3a7354_a3d8_cover-1-pokojowe-mieszkanie-krakow-grzegorzki-ul-michala-siedleckiego.jpg
Kraków Bieńczyce,ul. Spytka z Melsztyna,2,37,565000,15437,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-spytka-z-melsztyna-2-pokojowe-h1b0h1,https://s2.adresowa.pl/oi/6e/48/3a2748_2e86_cover-2-pokojowe-mieszkanie-krakow-bienczyce-ul-spytka-z-melsztyna.jpg
Kraków Swoszowice,ul. Borkowska,2,38,599000,15784,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-borkowska-2-pokojowe-i2z4v4,https://s2.adresowa.pl/oi/74/34/3a267c_7b67_cover-2-pokojowe-mieszkanie-krakow-swoszowice-ul-borkowska.jpg
Kraków Żabiniec,ul. Andrzeja Frycza-Modrzewskiego,2,59,985000,16695,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-krakow-zabiniec-ul-andrzeja-frycza-modrzewskiego-2-pokojowe-g6e7a7,https://s2.adresowa.pl/oi/31/34/3a2674_77f1_cover-2-pokojowe-mieszkanie-krakow-zabiniec-ul-andrzeja-frycza-modrzewskiego.jpg
Kraków Stare Miasto,ul. Bonerowska,1,22,320000,14545,Oferta biura nieruchomości,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-bonerowska-1-pokoj-m2k1p2,https://s2.adresowa.pl/oi/4d/78/3a7226_4943_cover-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-bonerowska.jpg
Kraków Dębniki,ul. Chmieleniec,3,72,950000,13194,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-chmieleniec-3-pokojowe-w9r5f2,https://s2.adresowa.pl/oi/49/40/3a722e_bc99_cover-3-pokojowe-mieszkanie-krakow-debniki-ul-chmieleniec.jpg
Kraków Podgórze,ul. Borkowska,1,33,530000,15868,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-borkowska-1-pokoj-t0x0x1,https://s2.adresowa.pl/oi/3b/70/3a2432_c91a_cover-1-pokojowe-mieszkanie-krakow-podgorze-ul-borkowska.jpg
Kraków Ruczaj,ul. Obozowa,4,74,1100000,14940,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-obozowa-4-pokojowe-l3w6p6,https://s2.adresowa.pl/oi/72/5a/3a232a_ddb5_cover-4-pokojowe-mieszkanie-krakow-ruczaj-ul-obozowa.jpg
Kraków Azory,ul. Josepha Conrada,2,45,649000,14295,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-krakow-azory-ul-josepha-conrada-2-pokojowe-c1y5z9,https://s2.adresowa.pl/oi/27/5f/3a21d2_b438_cover-2-pokojowe-mieszkanie-krakow-azory-ul-josepha-conrada.jpg
Kraków Podgórze,ul. Strumienna,2,41,735000,17927,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-strumienna-2-pokojowe-r7s6q7,https://s2.adresowa.pl/oi/3d/27/3a70b0_6061_cover-2-pokojowe-mieszkanie-krakow-podgorze-ul-strumienna.jpg
Kraków Bronowice,ul. Bartosza Głowackiego,3,61,1019000,16705,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-bartosza-glowackiego-3-pokojowe-a4c0o7,https://s2.adresowa.pl/oi/26/6e/3a6fe2_994c_cover-3-pokojowe-mieszkanie-krakow-bronowice-ul-bartosza-glowackiego.jpg
Kraków Dąbie,,4,103,430000,4175,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-dabie-4-pokojowe-103-m2-c3g8p9,https://s2.adresowa.pl/oi/28/7d/3a1e4a_a787_cover-4-pokojowe-mieszkanie-krakow-dabie.jpg
Kraków Kurdwanów,ul. Marii i Bolesława Wysłouchów,1,28,430000,15292,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow-1-pokoj-q4p4z3,https://s2.adresowa.pl/oi/40/1f/3a0f5c_92e3_cover-1-pokojowe-mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow.jpg
Kraków Ruczaj,,3,65,1100000,16923,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-3-pokojowe-65-m2-j1w7p5,https://s2.adresowa.pl/oi/63/3c/3a13d4_7263_cover-3-pokojowe-mieszkanie-krakow-ruczaj.jpg
Kraków Bieńczyce,os. Józefa Strusia,2,44,620000,14091,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-jozefa-strusia-2-pokojowe-u5h0s0,https://s2.adresowa.pl/oi/55/30/3a6a50_fd26_cover-2-pokojowe-mieszkanie-krakow-bienczyce-os-jozefa-strusia.jpg
Kraków Mistrzejowice,os. Piastów,3,65,795000,12231,Oferta biura nieruchomości,ponad miesiąc temu,28,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-piastow-3-pokojowe-h2m8l2,https://s2.adresowa.pl/oi/5a/58/3a667c_c2ce_cover-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-piastow.jpg
Kraków Nowa Huta,os. Zielone,3,67,1058000,15791,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-zielone-3-pokojowe-m2m5i4,https://s2.adresowa.pl/oi/55/55/3a1358_5ee1_cover-3-pokojowe-mieszkanie-krakow-nowa-huta-os-zielone.jpg
Kraków Krowodrza,ul. Wrocławska,2,36,699000,19417,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-wroclawska-2-pokojowe-q0x8k7,https://s2.adresowa.pl/oi/60/35/3a11f4_893e_cover-2-pokojowe-mieszkanie-krakow-krowodrza-ul-wroclawska.jpg
Kraków Kurdwanów,,4,85,1255000,14765,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-4-pokojowe-85-m2-n2n6j4,https://s2.adresowa.pl/oi/5a/1c/3a11d0_bbae_cover-4-pokojowe-mieszkanie-krakow-kurdwanow.jpg
Kraków Prądnik Czerwony,ul. Jakuba Majora,3,53,660000,12519,Oferta biura nieruchomości,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-jakuba-majora-3-pokojowe-m7w1f8,https://s2.adresowa.pl/oi/78/66/3a60f0_82a8_cover-3-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-jakuba-majora.jpg
Kraków Prądnik Biały,ul. Heleny Modrzejewskiej,2,71,1200000,16901,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-heleny-modrzejewskiej-2-pokojowe-k6h0e4,https://s2.adresowa.pl/oi/5a/38/3a5f30_e7b3_cover-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-heleny-modrzejewskiej.jpg
Kraków Stare Miasto,ul. Kremerowska,5,113,2400000,21286,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-kremerowska-5-pokojowe-w0q0h9,https://s2.adresowa.pl/oi/56/7b/3a1072_65c7_cover-5-pokojowe-mieszkanie-krakow-stare-miasto-ul-kremerowska.jpg
